@RELATION	training4000

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Social,582933655758225408,'union cup 2015 brussels - european gay rugby â· pinkstart | @scoopit'
Politics,582933314618683393,'preliminary examination 2015\ngeneral studies\neconomics\nq&a\n\nq. european union  is a member of the following world...'
Economy,582933110595010560,'eu approves third $1.9bln financial aid package to ukraine: the council of the european union approved a third...'
Politics,582932880801849344,'17 years ago on 31.03.1998 poland started accession negotiations with the european union. @histdyplomacji'
Technology,582932638085853184,'#computer: the european union data protection authorities has approved amazon web servicesâ€™ data processing agreement'
Social,582931936664010754,'rugby journo shows he knows nothing about football jpt final this year had 70k attendance.#bristolcity'
Politics,582931655196741632,'analysis: #europeanunion walks a tightrope with ukraine and greece |'
Social,582931607582994432,'european union film festival inauguration stills \n'
Politics,582931533847216129,'were recording european union project expenditure today. hotels are considered travel and the walls are starting to melt #bureaucracy'
Politics,582930900091994112,'synopsis | legitimacy and the european union by andras baneth'
Politics,582930892747730945,'synopsis | the czech republic and the european union by dan marek'
Social,582930888150753280,'synopsis | trade health and the environment: the european union put to the test'
Social,582930115568386048,'ford: england stars will shine: bath coach mike ford is relishing the prospect of having his england stars back forâ€¦'
Politics,582929790849716224,'@macaztek \nin the period after 2011 tunisia went towards the democratic focus. the european union provided significant support in the...'
Social,582929119454728193,'perpetrators of poll violence â€™ll be held accountable says european union (eu)'
Technology,582929088840536064,'aws gets eu approval for data replication outside of europe: the european union data protection authorities ha...'
Social,582928906056953856,'european union film festival inauguration stills\n'
Social,582928904228245504,'perpetrators of poll violence â€™ll be held accountable says european union (eu)'
Social,582928878177374208,'ford: england stars will shine'
Social,582928872728981504,'perpetrators of poll violence â€™ll be held accountable says european union (eu)'
Social,582928861576331265,'latest: ford: england stars will shine  #sportsnews'
Technology,582928667996606464,'aws gets eu approval for data replication outside of europe: the european union data protection authorities ha...'
Social,582928230484717568,'[skysports] ford: england stars will shine'
Social,582927981800124418,'ford: england stars will shine'
Politics,582927624059641856,'the turks only is their favorite thing right and truth. and they werent in any injustice injustice and evolved.(european union)'
Social,582927315237089281,'breaking news: ford: england stars will shine: bath coach mike ford is relishing the prospect of having his en...'
Social,582927311223136256,'ford: england stars will shine: bath coach mike ford is relishing the prospect of having his eng...  #sports #news'
Social,582927301605601280,'ford: england stars will shine: bath coach mike ford is relishing the prospect of having his england stars bac...'
Social,582927284572553216,'sky sports>>> ford: england stars will shine: bath coach mike ford is relishing the prospect of having his eng...'
Social,582927277551263744,'ford: england stars will shine: bath coach mike ford is relishing the prospect of having his e...  #ultimatetipper'
Social,582927256625881089,'ford: england stars will shine: bath coach mike ford is relishing the prospect of having his england stars bac...'
Social,582927242155712512,'ford: england stars will shine'
Economy,582926663861837825,'european union (2015): growing a digital social innovation ecosystem for europe'
Economy,582926132388892672,'[full-time] administrative assistant at etui - european trade union institute: location: brussels belgiumdesc...'
Economy,582926118795157505,'[full-time] administrative assistant at etui - european trade union institute: location: brussels belgiumdesc...'
Social,582925735763054593,': fa reaction as uefa fine serbia and ban...  #england #players #reaction #serbia #soccer #uefa'
Social,582925701843697667,'ford: england stars will shine'
Economy,582924697337094145,'delegation of the european union driver jobs in rwanda'
Economy,582924685291089920,'delegation of the european union driver jobs in rwanda'
Economy,582924464003817473,'rian business: eu approves third $1.9bln financial aid package to ukraine: the council of the european union a...'
Politics,582924064823611392,'#eu doubles #syria aid pledge to 1.1 billion euros\n\nthe #european union announced a pledge of nearly 1.1 billion...'
Politics,582923789584994304,'coverage about #fnfâ´s panel discussion during model european union blagoevgrad!'
Politics,582922999629627394,'synopsis | turkey and the european union by thomas piketty'
Economy,582922985985613825,'#wwjobs [full-time] administrative assistant at etui - european trade union institute: location: brussels belgiumâ€¦'
Technology,582922812362514432,'eu commission divided over nation-specific content blocking jfruh writes in theory the european union is...'
Politics,582922183745384448,'@dazzab34 @gordonmccaskill @arennie44 @s_u_a_r \nyou better look again. it states european union first!'
Economy,582921522500771840,'eu lawmakers back plan to end overfishing in the baltic sea - brussels (reuters) - european union lawmakers backed...'
Economy,582921426992275457,'eu lawmakers back plan to end overfishing in the baltic sea - brussels (reuters) - european union lawmakers backed...'
Economy,582921386919759873,'eu lawmakers back plan to end overfishing in the baltic sea - brussels (reuters) - european union lawmakers...'
Economy,582920971918516224,'eu lawmakers back plan to end overfishing in the baltic sea - brussels (reuters) - european union lawmakers...'
Politics,582920835461177346,'\"#ceta is an opportunity to transform the relationship between canada and the european union\" claims seppey of @aafc_canada | #ffa2015'
Social,582920779798589440,'i donâ€™t want to get married i want to get an education!  european year for development  aran & crochet & ireland once'
Economy,582920649557086210,'in 2015 letâ€™s demand ambitious legislation from the european union to put a stop to conflict minerals!'
